DBNOs,assists,boosts,damageDealt,deathType,headshotKills,heals,killPlace,killStreaks,kills,longestKill,name,playerId,revives,rideDistance,roadKills,swimDistance,teamKills,timeSurvived,vehicleDestroys,walkDistance,weaponsAcquired,winPlace,team,match
0,0,6,169.41817,byplayer,0,6,40,0,0,0.0,GBL_Tosi,account.6de5f92988114abe9586d352379abff1,1,10377.546,0,0.0,0,1420,0,1201.6659,6,8,GBL,1
0,0,1,0.0,byplayer,0,0,42,0,0,0.0,GBL_Glaz,account.810bde92bdeb4ee4a79f002e608c9e91,0,9452.07,0,0.0,0,669,0,362.10056,4,8,GBL,1
0,0,8,56.40624,byplayer,0,3,41,0,0,0.0,GBL_Heaven,account.ee9d73b90b2a4c428f2b5e924e207256,0,10218.418,0,0.0,0,1414,0,1121.7815,4,8,GBL,1
0,0,4,113.91364,byplayer,0,5,44,0,0,0.0,TWIS_Perfect1ks,account.4909b7642364443b98a4f7572e1b8c68,0,1998.167,0,0.0,0,1408,0,1560.9653,5,9,TWIS,1
2,0,6,263.96454,byplayer,0,5,15,2,2,35.34322,TWIS_BatulinS,account.150e19ba61d94507867fd8f09ef91f7f,0,4878.9395,0,0.0,0,1408,0,1142.3582,3,9,TWIS,1
2,0,3,291.10327,byplayer,0,1,22,1,1,23.67052,TWIS_spyrro,account.3fcac0a336ed4ae2992969dc44352d69,0,4026.4255,0,0.0,0,1408,0,1119.0267,5,9,TWIS,1
0,0,0,61.63559,byplayer,0,1,43,0,0,0.0,TWIS_Lu,account.1d308843986042d48622357c6c54c4cc,0,3436.4421,0,0.0,0,1408,0,1694.3455,4,9,TWIS,1
0,0,3,40.453423,byplayer,0,2,48,0,0,0.0,PLM_Flukky,account.d8a6ea134b0c499e9eaf423135aa5137,0,1710.7076,0,0.0,0,1387,0,1078.6913,6,10,PLM,1
0,0,6,107.37384,byplayer,0,4,47,0,0,0.0,PLM_Thunderz,account.1fba9664d4c845b4a7a690c8678535a0,0,3130.6106,0,0.0,0,1393,0,1133.6403,4,10,PLM,1
0,0,4,225.72,byplayer,0,1,46,0,0,0.0,PLM_ThanawatTH,account.81a5402ab7254e8cb3b4fa2aba759b83,1,3643.43,0,0.0,0,1407,0,558.3576,7,10,PLM,1
0,0,0,30.019999,byplayer,0,1,45,0,0,0.0,PLM_BORBO4Tz,account.32cd5b7fa4c845b1be712109f58df94c,0,2148.1882,0,0.0,0,1407,0,962.9495,5,10,PLM,1
0,0,0,0.0,byplayer,0,0,51,0,0,0.0,CES_Taikonn,account.e4448411e6834f8fa7c699b8232d7439,0,594.1726,0,0.0,0,130,0,20.730396,1,11,CES,1
0,1,2,68.96004,byplayer,0,2,50,0,0,0.0,CES_Himass,account.4ffff11c3238473fb8c0baa5bb40c485,0,7841.1514,0,0.0,0,1356,0,832.88654,3,11,CES,1
0,0,2,90.45293,byplayer,0,2,49,0,0,0.0,CES_YmCud,account.d445b77990f9489598345f45cdbc641a,1,8434.675,0,0.0,0,1356,0,788.2264,7,11,CES,1
1,0,4,99.99999,byplayer,0,1,23,1,1,56.7968,CES_HaiSaki,account.8496c2aff411400e9416de04e58a46ca,0,7371.853,0,0.0,0,1303,0,881.8033,4,11,CES,1
